Rank,MAIN,DIVG,MASS,VELO,PRES,WALL,DUMP,PART,RADI,FIRE,COMM,EVAC,HVAC,GEOM,Total T_USED (s)
    0, 4.493E-01, 1.041E+01, 4.063E+00, 5.768E+00, 9.349E-01, 5.309E+00, 2.812E+01, 0.000E+00, 4.169E-02, 5.161E-01, 4.899E+00, 0.000E+00, 0.000E+00, 0.000E+00, 6.051E+01
